           1
           4
           2
   1.0000000000000000        0.0000000000000000     
   0.0000000000000000        1.0000000000000000     
           1           0
           0           0
           2
   0.0000000000000000        1.0000000000000000     
   -1.0000000000000000       0.0000000000000000     
           1           0
           0           0
           2
   -1.0000000000000000        0.0000000000000000     
    0.0000000000000000       -1.0000000000000000     
           1           0
           0           0
           2
    0.0000000000000000        -1.0000000000000000     
    1.0000000000000000       0.0000000000000000     
           1           0
           0           0
           4
           1
           2
           3
           4
           
